Concept code,Concept description,Vocabulary,Cancer
36565720,"Carcinoma with osteoclast-like giant cells of breast, NOS",ICDO3,Breast
36567931,Carcinoma with osteoclast-like giant cells of central portion of breast,ICDO3,Breast
36523701,Carcinoma with osteoclast-like giant cells of lower-inner quadrant of breast,ICDO3,Breast
36560521,Carcinoma with osteoclast-like giant cells of lower-outer quadrant of breast,ICDO3,Breast
36527755,Carcinoma with osteoclast-like giant cells of overlapping lesion of breast,ICDO3,Breast
36548065,Carcinoma with osteoclast-like giant cells of upper-inner quadrant of breast,ICDO3,Breast
36543673,Carcinoma with osteoclast-like giant cells of upper-outer quadrant of breast,ICDO3,Breast
36540234,"Carcinoma, anaplastic, NOS, of axillary tail of breast",ICDO3,Breast
44501699,"Carcinoma, anaplastic, NOS, of breast, NOS",ICDO3,Breast
36531469,"Carcinoma, anaplastic, NOS, of central portion of breast",ICDO3,Breast
36537809,"Carcinoma, anaplastic, NOS, of lower-inner quadrant of breast",ICDO3,Breast
36558782,"Carcinoma, anaplastic, NOS, of lower-outer quadrant of breast",ICDO3,Breast
36534751,"Carcinoma, anaplastic, NOS, of overlapping lesion of breast",ICDO3,Breast
36536886,"Carcinoma, anaplastic, NOS, of upper-inner quadrant of breast",ICDO3,Breast
36548861,"Carcinoma, anaplastic, NOS, of upper-outer quadrant of breast",ICDO3,Breast
1553463,"Carcinoma, diffuse type of breast, NOS",ICDO3,Breast
44505305,"Carcinoma, NOS, of axillary tail of breast",ICDO3,Breast
44505310,"Carcinoma, NOS, of breast, NOS",ICDO3,Breast
44502154,"Carcinoma, NOS, of central portion of breast",ICDO3,Breast
44505295,"Carcinoma, NOS, of lower-inner quadrant of breast",ICDO3,Breast
44505299,"Carcinoma, NOS, of lower-outer quadrant of breast",ICDO3,Breast
36564496,"Carcinoma, NOS, of overlapping lesion of breast",ICDO3,Breast
44505293,"Carcinoma, NOS, of upper-inner quadrant of breast",ICDO3,Breast
44505297,"Carcinoma, NOS, of upper-outer quadrant of breast",ICDO3,Breast
36540630,"Carcinoma, undifferentiated, NOS, of axillary tail of breast",ICDO3,Breast
36544307,"Carcinoma, undifferentiated, NOS, of central portion of breast",ICDO3,Breast
36550782,"Carcinoma, undifferentiated, NOS, of lower-inner quadrant of breast",ICDO3,Breast
36566265,"Carcinoma, undifferentiated, NOS, of lower-outer quadrant of breast",ICDO3,Breast
36535775,"Carcinoma, undifferentiated, NOS, of overlapping lesion of breast",ICDO3,Breast
44502004,"Carcinoma, undifferentiated, NOS, of upper-inner quadrant of breast",ICDO3,Breast
44500185,"Carcinoma, undifferentiated, NOS, of upper-outer quadrant of breast",ICDO3,Breast
36549753,"Clear cell adenocarcinoma, NOS, of axillary tail of breast",ICDO3,Breast
36551469,"Clear cell adenocarcinoma, NOS, of central portion of breast",ICDO3,Breast
36542307,"Clear cell adenocarcinoma, NOS, of overlapping lesion of breast",ICDO3,Breast
36530728,"Clear cell adenocarcinoma, NOS, of upper-inner quadrant of breast",ICDO3,Breast
36531967,"Cribriform carcinoma, NOS, of overlapping lesion of breast",ICDO3,Breast
36552252,"Cystadenocarcinoma, NOS, of axillary tail of breast",ICDO3,Breast
36549402,"Cystadenocarcinoma, NOS, of central portion of breast",ICDO3,Breast
36542396,"Cystadenocarcinoma, NOS, of lower-inner quadrant of breast",ICDO3,Breast
36551482,"Cystadenocarcinoma, NOS, of lower-outer quadrant of breast",ICDO3,Breast
36519532,"Cystadenocarcinoma, NOS, of overlapping lesion of breast",ICDO3,Breast
36547095,"Cystadenocarcinoma, NOS, of upper-inner quadrant of breast",ICDO3,Breast
36565077,"Cystadenocarcinoma, NOS, of upper-outer quadrant of breast",ICDO3,Breast
36546126,Cystic hypersecretory carcinoma of axillary tail of breast,ICDO3,Breast
36551039,"Cystic hypersecretory carcinoma of breast, NOS",ICDO3,Breast
36559759,Cystic hypersecretory carcinoma of central portion of breast,ICDO3,Breast
36536910,Cystic hypersecretory carcinoma of lower-inner quadrant of breast,ICDO3,Breast
36553828,Cystic hypersecretory carcinoma of lower-outer quadrant of breast,ICDO3,Breast
36540054,Cystic hypersecretory carcinoma of overlapping lesion of breast,ICDO3,Breast
36545545,Cystic hypersecretory carcinoma of upper-inner quadrant of breast,ICDO3,Breast
36524099,Cystic hypersecretory carcinoma of upper-outer quadrant of breast,ICDO3,Breast
36537608,Encapsulated papillary carcinoma of overlapping lesion of breast,ICDO3,Breast
36564156,Encapsulated papillary carcinoma with invasion of axillary tail of breast,ICDO3,Breast
44500507,Encapsulated papillary carcinoma with invasion of central portion of breast,ICDO3,Breast
44500939,Encapsulated papillary carcinoma with invasion of lower-inner quadrant of breast,ICDO3,Breast
44502828,Encapsulated papillary carcinoma with invasion of lower-outer quadrant of breast,ICDO3,Breast
36520959,Encapsulated papillary carcinoma with invasion of overlapping lesion of breast,ICDO3,Breast
44502475,Encapsulated papillary carcinoma with invasion of upper-inner quadrant of breast,ICDO3,Breast
44502955,Encapsulated papillary carcinoma with invasion of upper-outer quadrant of breast,ICDO3,Breast
36528664,Giant cell and spindle cell carcinoma of axillary tail of breast,ICDO3,Breast
36541277,Giant cell and spindle cell carcinoma of central portion of breast,ICDO3,Breast
36531282,Giant cell and spindle cell carcinoma of lower-inner quadrant of breast,ICDO3,Breast
36553346,Giant cell and spindle cell carcinoma of lower-outer quadrant of breast,ICDO3,Breast
36533026,Giant cell and spindle cell carcinoma of overlapping lesion of breast,ICDO3,Breast
36547953,Giant cell and spindle cell carcinoma of upper-inner quadrant of breast,ICDO3,Breast
44501468,Giant cell and spindle cell carcinoma of upper-outer quadrant of breast,ICDO3,Breast
36552843,Giant cell carcinoma of axillary tail of breast,ICDO3,Breast
36560382,"Giant cell carcinoma of breast, NOS",ICDO3,Breast
36522493,Giant cell carcinoma of central portion of breast,ICDO3,Breast
36541774,Giant cell carcinoma of lower-inner quadrant of breast,ICDO3,Breast
36538685,Giant cell carcinoma of lower-outer quadrant of breast,ICDO3,Breast
36520932,Giant cell carcinoma of overlapping lesion of breast,ICDO3,Breast
36559160,Giant cell carcinoma of upper-inner quadrant of breast,ICDO3,Breast
36523654,Giant cell carcinoma of upper-outer quadrant of breast,ICDO3,Breast
36540058,Glassy cell carcinoma of axillary tail of breast,ICDO3,Breast
36524742,"Glassy cell carcinoma of breast, NOS",ICDO3,Breast
36533520,Glassy cell carcinoma of central portion of breast,ICDO3,Breast
36541577,Glassy cell carcinoma of lower-inner quadrant of breast,ICDO3,Breast
36558210,Glassy cell carcinoma of lower-outer quadrant of breast,ICDO3,Breast
36562136,Glassy cell carcinoma of overlapping lesion of breast,ICDO3,Breast
36551633,Glassy cell carcinoma of upper-inner quadrant of breast,ICDO3,Breast
36522382,Glassy cell carcinoma of upper-outer quadrant of breast,ICDO3,Breast
36520334,Glycogen-rich carcinoma of axillary tail of breast,ICDO3,Breast
36551971,Glycogen-rich carcinoma of lower-inner quadrant of breast,ICDO3,Breast
36551983,Glycogen-rich carcinoma of lower-outer quadrant of breast,ICDO3,Breast
36554044,Glycogen-rich carcinoma of overlapping lesion of breast,ICDO3,Breast
36567044,Glycogen-rich carcinoma of upper-inner quadrant of breast,ICDO3,Breast
36566227,Glycogen-rich carcinoma of upper-outer quadrant of breast,ICDO3,Breast
4149346,Infiltrating duct and lobular carcinoma,SNOMED,Breast
44499515,Infiltrating duct and lobular carcinoma of axillary tail of breast,ICDO3,Breast
44500306,Infiltrating duct and lobular carcinoma of lower-inner quadrant of breast,ICDO3,Breast
44502343,Infiltrating duct and lobular carcinoma of lower-outer quadrant of breast,ICDO3,Breast
36548839,Infiltrating duct and lobular carcinoma of overlapping lesion of breast,ICDO3,Breast
44500305,Infiltrating duct and lobular carcinoma of upper-inner quadrant of breast,ICDO3,Breast
44500259,Infiltrating duct and lobular carcinoma of upper-outer quadrant of breast,ICDO3,Breast
44505315,"Infiltrating duct carcinoma, NOS, of breast, NOS",ICDO3,Breast
36564848,"Infiltrating duct carcinoma, NOS, of overlapping lesion of breast",ICDO3,Breast
44501658,Infiltrating duct mixed with other types of carcinoma of axillary tail of breast,ICDO3,Breast
44502033,Infiltrating duct mixed with other types of carcinoma of lower-inner quadrant of breast,ICDO3,Breast
44500205,Infiltrating duct mixed with other types of carcinoma of lower-outer quadrant of breast,ICDO3,Breast
36535209,Infiltrating duct mixed with other types of carcinoma of overlapping lesion of breast,ICDO3,Breast
44502116,Infiltrating duct mixed with other types of carcinoma of upper-inner quadrant of breast,ICDO3,Breast
44502180,Infiltrating duct mixed with other types of carcinoma of upper-outer quadrant of breast,ICDO3,Breast
36560602,Infiltrating ductular carcinoma of axillary tail of breast,ICDO3,Breast
36568328,"Infiltrating ductular carcinoma of breast, NOS",ICDO3,Breast
36537097,Infiltrating ductular carcinoma of lower-inner quadrant of breast,ICDO3,Breast
36552211,Infiltrating ductular carcinoma of lower-outer quadrant of breast,ICDO3,Breast
36537324,Infiltrating ductular carcinoma of overlapping lesion of breast,ICDO3,Breast
36538743,Infiltrating ductular carcinoma of upper-inner quadrant of breast,ICDO3,Breast
36544992,Infiltrating ductular carcinoma of upper-outer quadrant of breast,ICDO3,Breast
36523820,Infiltrating lobular mixed with other types of carcinoma of axillary tail of breast,ICDO3,Breast
44501219,Infiltrating lobular mixed with other types of carcinoma of lower-inner quadrant of breast,ICDO3,Breast
44501277,Infiltrating lobular mixed with other types of carcinoma of lower-outer quadrant of breast,ICDO3,Breast
36521814,Infiltrating lobular mixed with other types of carcinoma of overlapping lesion of breast,ICDO3,Breast
44503557,Infiltrating lobular mixed with other types of carcinoma of upper-inner quadrant of breast,ICDO3,Breast
44501447,Infiltrating lobular mixed with other types of carcinoma of upper-outer quadrant of breast,ICDO3,Breast
36403047,"Infiltrating lobular mixed with other types of carcinoma, in situ (C50._) of breast, NOS",ICDO3,Breast
36561082,Inflammatory carcinoma of axillary tail of breast,ICDO3,Breast
44505319,"Inflammatory carcinoma of breast, NOS",ICDO3,Breast
44501093,Inflammatory carcinoma of lower-inner quadrant of breast,ICDO3,Breast
44501024,Inflammatory carcinoma of lower-outer quadrant of breast,ICDO3,Breast
36560657,Inflammatory carcinoma of overlapping lesion of breast,ICDO3,Breast
44501220,Inflammatory carcinoma of upper-inner quadrant of breast,ICDO3,Breast
44502290,Inflammatory carcinoma of upper-outer quadrant of breast,ICDO3,Breast
44499751,Intraductal micropapillary carcinoma of central portion of breast,ICDO3,Breast
36559477,Intraductal papillary adenocarcinoma with invasion of axillary tail of breast,ICDO3,Breast
44501352,Intraductal papillary adenocarcinoma with invasion of central portion of breast,ICDO3,Breast
44502880,Intraductal papillary adenocarcinoma with invasion of lower-inner quadrant of breast,ICDO3,Breast
44503158,Intraductal papillary adenocarcinoma with invasion of lower-outer quadrant of breast,ICDO3,Breast
36520230,Intraductal papillary adenocarcinoma with invasion of overlapping lesion of breast,ICDO3,Breast
44500801,Intraductal papillary adenocarcinoma with invasion of upper-inner quadrant of breast,ICDO3,Breast
44502114,Intraductal papillary adenocarcinoma with invasion of upper-outer quadrant of breast,ICDO3,Breast
45766427,Invasive micropapillary carcinoma of breast,SNOMED,Breast
36403005,Invasive micropapillary carcinoma of breast of head of pancreas,ICDO3,Breast
36403011,Invasive micropapillary carcinoma of breast of rectosigmoid junction,ICDO3,Breast
42512863,Invasive micropapillary carcinoma of breast of transverse colon,ICDO3,Breast
36541378,"Large cell carcinoma, NOS, of axillary tail of breast",ICDO3,Breast
36519248,"Large cell carcinoma, NOS, of overlapping lesion of breast",ICDO3,Breast
36561070,Lipid-rich carcinoma of axillary tail of breast,ICDO3,Breast
36556710,"Lipid-rich carcinoma of breast, NOS",ICDO3,Breast
36553876,Lipid-rich carcinoma of lower-inner quadrant of breast,ICDO3,Breast
36552738,Lipid-rich carcinoma of lower-outer quadrant of breast,ICDO3,Breast
36550530,Lipid-rich carcinoma of overlapping lesion of breast,ICDO3,Breast
36554194,Lipid-rich carcinoma of upper-inner quadrant of breast,ICDO3,Breast
36563893,Lipid-rich carcinoma of upper-outer quadrant of breast,ICDO3,Breast
44505318,"Lobular carcinoma, NOS, of breast, NOS",ICDO3,Breast
36542964,"Lobular carcinoma, NOS, of overlapping lesion of breast",ICDO3,Breast
36517781,"Malignant tumor, clear cell type of axillary tail of breast",ICDO3,Breast
36530347,"Malignant tumor, clear cell type of breast, NOS",ICDO3,Breast
36549060,"Malignant tumor, clear cell type of central portion of breast",ICDO3,Breast
36531444,"Malignant tumor, clear cell type of lower-inner quadrant of breast",ICDO3,Breast
36526286,"Malignant tumor, clear cell type of lower-outer quadrant of breast",ICDO3,Breast
36556569,"Malignant tumor, clear cell type of overlapping lesion of breast",ICDO3,Breast
36533102,"Malignant tumor, clear cell type of upper-inner quadrant of breast",ICDO3,Breast
36552981,"Malignant tumor, clear cell type of upper-outer quadrant of breast",ICDO3,Breast
36535359,"Malignant tumor, giant cell type of axillary tail of breast",ICDO3,Breast
36549561,"Malignant tumor, giant cell type of breast, NOS",ICDO3,Breast
36555928,"Malignant tumor, giant cell type of central portion of breast",ICDO3,Breast
36556912,"Malignant tumor, giant cell type of lower-inner quadrant of breast",ICDO3,Breast
36531430,"Malignant tumor, giant cell type of lower-outer quadrant of breast",ICDO3,Breast
36524703,"Malignant tumor, giant cell type of overlapping lesion of breast",ICDO3,Breast
36532993,"Malignant tumor, giant cell type of upper-inner quadrant of breast",ICDO3,Breast
36551499,"Malignant tumor, giant cell type of upper-outer quadrant of breast",ICDO3,Breast
36528591,"Malignant tumor, spindle cell type of axillary tail of breast",ICDO3,Breast
36553720,"Malignant tumor, spindle cell type of breast, NOS",ICDO3,Breast
36530382,"Malignant tumor, spindle cell type of central portion of breast",ICDO3,Breast
36560955,"Malignant tumor, spindle cell type of lower-inner quadrant of breast",ICDO3,Breast
36559682,"Malignant tumor, spindle cell type of lower-outer quadrant of breast",ICDO3,Breast
36554336,"Malignant tumor, spindle cell type of overlapping lesion of breast",ICDO3,Breast
36566465,"Malignant tumor, spindle cell type of upper-inner quadrant of breast",ICDO3,Breast
36553232,"Malignant tumor, spindle cell type of upper-outer quadrant of breast",ICDO3,Breast
44500039,"Metaplastic carcinoma, NOS, of breast, NOS",ICDO3,Breast
36536634,"Metaplastic carcinoma, NOS, of overlapping lesion of breast",ICDO3,Breast
36522830,Mixed cell adenocarcinoma of axillary tail of breast,ICDO3,Breast
36529409,"Mixed cell adenocarcinoma of breast, NOS",ICDO3,Breast
36565348,Mixed cell adenocarcinoma of central portion of breast,ICDO3,Breast
36542692,Mixed cell adenocarcinoma of lower-inner quadrant of breast,ICDO3,Breast
36520531,Mixed cell adenocarcinoma of lower-outer quadrant of breast,ICDO3,Breast
36527144,Mixed cell adenocarcinoma of overlapping lesion of breast,ICDO3,Breast
36562423,Mixed cell adenocarcinoma of upper-inner quadrant of breast,ICDO3,Breast
36533612,Mixed cell adenocarcinoma of upper-outer quadrant of breast,ICDO3,Breast
36551629,Mucinous adenocarcinoma of axillary tail of breast,ICDO3,Breast
44505313,"Mucinous adenocarcinoma of breast, NOS",ICDO3,Breast
44500301,Mucinous adenocarcinoma of lower-inner quadrant of breast,ICDO3,Breast
44501579,Mucinous adenocarcinoma of lower-outer quadrant of breast,ICDO3,Breast
36531101,Mucinous adenocarcinoma of overlapping lesion of breast,ICDO3,Breast
44502240,Mucinous adenocarcinoma of upper-inner quadrant of breast,ICDO3,Breast
44502030,Mucinous adenocarcinoma of upper-outer quadrant of breast,ICDO3,Breast
36524938,"Mucinous cystadenocarcinoma, NOS, of axillary tail of breast",ICDO3,Breast
